"","rename","Species","names"
"492","Neisseriaceae_Neisseria_JF199029.1.1362","uncultured bacterium","JF199029.1.1362_beta_extraction"
"493","Neisseriaceae_Neisseria_JF211192.1.1361","uncultured bacterium","JF211192.1.1361_beta_extraction"
"494","Neisseriaceae_Neisseria_HQ804442.1.1448","uncultured organism","HQ804442.1.1448_beta_extraction"
"495","Neisseriaceae_Neisseria_JQ451930.1.1420","uncultured bacterium","JQ451930.1.1420_beta_extraction"
"496","Neisseriaceae_Kingella_JQ465837.1.1404","uncultured bacterium","JQ465837.1.1404_beta_extraction"
"497","Neisseriaceae_Neisseria_JQ455288.1.1364","uncultured bacterium","JQ455288.1.1364_beta_extraction"
"498","Neisseriaceae_uncultured_FJ946566.1.1290","uncultured beta proteobacterium",NA
"499","Neisseriaceae_Neisseria_JF205653.1.1362","uncultured bacterium","JF205653.1.1362_beta_extraction"
"500","Neisseriaceae_Neisseria_JQ456040.1.1398","uncultured bacterium","JQ456040.1.1398_beta_extraction"
"501","Neisseriaceae_uncultured_HQ400252.1.1515","uncultured rumen bacterium","HQ400252.1.1515_beta_extraction"
"502","Neisseriaceae_Neisseria_JQ455191.1.1409","uncultured bacterium","JQ455191.1.1409_beta_extraction"
"503","Neisseriaceae_Neisseria_JF195662.1.1359","uncultured bacterium","JF195662.1.1359_beta_extraction"
"504","Neisseriaceae_Neisseria_FJ470519.1.1508","uncultured bacterium","FJ470519.1.1508_beta_extraction"
"505","Neisseriaceae_Alysiella_JF143669.1.1358","uncultured bacterium","JF143669.1.1358_beta_extraction"
"506","Neisseriaceae_Neisseria_JF189387.1.1361","uncultured bacterium","JF189387.1.1361_beta_extraction"
"507","Neisseriaceae_Conchiformibius_KM462083.1.1533","Conchiformibius kuhniae","KM462083.1.1533_beta_extraction"
"508","Neisseriaceae_Alysiella_JF128022.1.1364","uncultured bacterium","JF128022.1.1364_beta_extraction"
"509","Neisseriaceae_Neisseria_JQ450528.1.1374","uncultured bacterium","JQ450528.1.1374_beta_extraction"
"510","Neisseriaceae_Neisseria_KF098176.1.1361","uncultured bacterium","KF098176.1.1361_beta_extraction"
"511","Neisseriaceae_uncultured_EU137419.1.1497","uncultured bacterium","EU137419.1.1497_beta_extraction"
"512","Neisseriaceae_Neisseria_JQ453536.1.1399","uncultured bacterium","JQ453536.1.1399_beta_extraction"
"513","Neisseriaceae_Neisseria_JQ712529.1.1355","uncultured Neisseria sp.","JQ712529.1.1355_beta_extraction"
"514","Neisseriaceae_Kingella_CCJT01000008.32356.33872","Kingella kingae","CCJT01000008.32356.33872_beta_extraction"
"515","Neisseriaceae_Neisseria_KM978228.1.1534","uncultured beta proteobacterium","KM978228.1.1534_beta_extraction"
"516","Neisseriaceae_Neisseria_JQ446681.1.1407","uncultured bacterium","JQ446681.1.1407_beta_extraction"
"517","Neisseriaceae_Kingella_JQ463668.1.1405","uncultured bacterium","JQ463668.1.1405_beta_extraction"
"518","Neisseriaceae_Neisseria_JQ455289.1.1368","uncultured bacterium","JQ455289.1.1368_beta_extraction"
"519","Neisseriaceae_Snodgrassella_HM108668.1.1500","uncultured Neisseriaceae bacterium","HM108668.1.1500_beta_extraction"
"520","Neisseriaceae_Neisseria_JF189760.1.1361","uncultured bacterium","JF189760.1.1361_beta_extraction"
"521","Neisseriaceae_Kingella_JQ457229.1.1394","uncultured bacterium","JQ457229.1.1394_beta_extraction"
"522","Neisseriaceae_Neisseria_FJ932762.1.1534","Neisseria meningitidis","FJ932762.1.1534_beta_extraction"
"523","Neisseriaceae_Neisseria_JQ454981.1.1399","uncultured bacterium","JQ454981.1.1399_beta_extraction"
"524","Neisseriaceae_Neisseria_JF214374.1.1362","uncultured bacterium","JF214374.1.1362_beta_extraction"
"525","Neisseriaceae_Neisseria_JQ455253.1.1412","uncultured bacterium","JQ455253.1.1412_beta_extraction"
"526","Neisseriaceae_Neisseria_JQ453132.1.1409","uncultured bacterium","JQ453132.1.1409_beta_extraction"
"527","Neisseriaceae_Neisseria_JQ456080.1.1397","uncultured bacterium","JQ456080.1.1397_beta_extraction"
"528","Neisseriaceae_Neisseria_LGYH01000020.222.1772","Neisseria sp. 83E34","LGYH01000020.222.1772_beta_extraction"
"529","Neisseriaceae_Kingella_FJ823141.1.1435","Kingella oralis","FJ823141.1.1435_beta_extraction"
"530","Neisseriaceae_Neisseria_GQ130000.1.1480","uncultured Neisseria sp.","GQ130000.1.1480_beta_extraction"
"531","Neisseriaceae_Neisseria_JQ455138.1.1400","uncultured bacterium","JQ455138.1.1400_beta_extraction"
"532","Neisseriaceae_Neisseria_JQ448997.1.1398","uncultured bacterium","JQ448997.1.1398_beta_extraction"
"533","Neisseriaceae_Neisseria_JQ455223.1.1398","uncultured bacterium","JQ455223.1.1398_beta_extraction"
"534","Neisseriaceae_Neisseria_FJ191434.1.1448","uncultured bacterium","FJ191434.1.1448_beta_extraction"
"535","Neisseriaceae_Kingella_JF163259.1.1362","uncultured bacterium","JF163259.1.1362_beta_extraction"
"536","Neisseriaceae_Neisseria_JF231453.1.1363","uncultured bacterium","JF231453.1.1363_beta_extraction"
"537","Neisseriaceae_Neisseria_JQ461546.1.1409","uncultured bacterium","JQ461546.1.1409_beta_extraction"
"538","Neisseriaceae_uncultured_JF204571.1.1353","uncultured bacterium","JF204571.1.1353_beta_extraction"
"539","Neisseriaceae_Uruburuella_FPLM01003687.10.1530","metagenome","FPLM01003687.10.1530_beta_extraction"
"540","Neisseriaceae_Neisseria_JQ461514.1.1401","uncultured bacterium","JQ461514.1.1401_beta_extraction"
"541","Neisseriaceae_Neisseria_FJ191970.1.1432","uncultured Neisseria sp.","FJ191970.1.1432_beta_extraction"
"542","Neisseriaceae_Stenoxybacter_AB192065.1.1360","uncultured beta proteobacterium","AB192065.1.1360_beta_extraction"
"543","Neisseriaceae_Neisseria_JF189715.1.1363","uncultured bacterium","JF189715.1.1363_beta_extraction"
"544","Neisseriaceae_Neisseria_JQ449394.1.1398","uncultured bacterium","JQ449394.1.1398_beta_extraction"
"545","Neisseriaceae_uncultured_KF083503.1.1361","uncultured bacterium","KF083503.1.1361_beta_extraction"
"546","Neisseriaceae_Neisseria_EF511074.1.1375","uncultured bacterium","EF511074.1.1375_beta_extraction"
"547","Neisseriaceae_Neisseria_JQ452911.1.1402","uncultured bacterium","JQ452911.1.1402_beta_extraction"
"548","Neisseriaceae_Neisseria_JF093098.1.1363","uncultured bacterium","JF093098.1.1363_beta_extraction"
"549","Neisseriaceae_Neisseria_JQ451136.1.1356","uncultured bacterium","JQ451136.1.1356_beta_extraction"
"550","Neisseriaceae_Neisseria_JQ453274.1.1407","uncultured bacterium","JQ453274.1.1407_beta_extraction"
"551","Neisseriaceae_uncultured_KF066726.1.1356","uncultured bacterium","KF066726.1.1356_beta_extraction"
"552","Neisseriaceae_Neisseria_FJ557310.1.1401","uncultured bacterium","FJ557310.1.1401_beta_extraction"
"553","Neisseriaceae_Neisseria_JF151661.1.1362","uncultured bacterium","JF151661.1.1362_beta_extraction"
"554","Neisseriaceae_Neisseria_CMZJ01000081.253.1784","Neisseria meningitidis","CMZJ01000081.253.1784_beta_extraction"
"555","Neisseriaceae_Neisseria_JQ452888.1.1390","uncultured bacterium","JQ452888.1.1390_beta_extraction"
"556","Neisseriaceae_Kingella_JQ459193.1.1413","uncultured bacterium","JQ459193.1.1413_beta_extraction"
"557","Neisseriaceae_Vitreoscilla_JF309166.1.1479","uncultured bacterium","JF309166.1.1479_beta_extraction"
"558","Neisseriaceae_Neisseria_JQ452047.1.1392","uncultured bacterium","JQ452047.1.1392_beta_extraction"
"559","Neisseriaceae_Kingella_JQ464621.1.1405","uncultured bacterium","JQ464621.1.1405_beta_extraction"
"560","Neisseriaceae_Neisseria_KF101214.1.1364","uncultured bacterium","KF101214.1.1364_beta_extraction"
"561","Neisseriaceae_Vitreoscilla_HM317765.1.1365","uncultured bacterium","HM317765.1.1365_beta_extraction"
"562","Neisseriaceae_Neisseria_JQ449391.1.1399","uncultured bacterium","JQ449391.1.1399_beta_extraction"
"563","Neisseriaceae_Kingella_JQ453436.1.1239","uncultured bacterium",NA
"564","Neisseriaceae_uncultured_JF153664.1.1363","uncultured bacterium","JF153664.1.1363_beta_extraction"
"565","Neisseriaceae_Kingella_JF189539.1.1367","uncultured bacterium","JF189539.1.1367_beta_extraction"
"566","Neisseriaceae_Neisseria_JF226838.1.1362","uncultured bacterium","JF226838.1.1362_beta_extraction"
"567","Neisseriaceae_Neisseria_JQ455310.1.1413","uncultured bacterium","JQ455310.1.1413_beta_extraction"
"568","Neisseriaceae_Alysiella_HM278645.1.1360","uncultured bacterium","HM278645.1.1360_beta_extraction"
"569","Neisseriaceae_Alysiella_AY093465.1.1461","uncultured bacterium","AY093465.1.1461_beta_extraction"
"570","Neisseriaceae_uncultured_DQ847448.1.1435","uncultured Neisseriaceae bacterium","DQ847448.1.1435_beta_extraction"
"571","Neisseriaceae_Snodgrassella_HM108674.1.1499","uncultured Neisseriaceae bacterium","HM108674.1.1499_beta_extraction"
"572","Neisseriaceae_Simonsiella_JF150532.1.1369","uncultured bacterium","JF150532.1.1369_beta_extraction"
"573","Neisseriaceae_Kingella_JQ453362.1.1404","uncultured bacterium","JQ453362.1.1404_beta_extraction"
"574","Neisseriaceae_Neisseria_JF092121.1.1363","uncultured bacterium","JF092121.1.1363_beta_extraction"
"575","Neisseriaceae_Neisseria_KR870886.1.1475","uncultured Neisseria sp.","KR870886.1.1475_beta_extraction"
"576","Neisseriaceae_Neisseria_HQ812390.1.1443","uncultured organism","HQ812390.1.1443_beta_extraction"
"577","Neisseriaceae_Neisseria_HM278168.1.1361","uncultured bacterium","HM278168.1.1361_beta_extraction"
"578","Neisseriaceae_Neisseria_JQ455195.1.1401","uncultured bacterium","JQ455195.1.1401_beta_extraction"
"579","Neisseriaceae_Neisseria_L06172.1.1475","Neisseria animalis","L06172.1.1475_beta_extraction"
"580","Neisseriaceae_Neisseria_JF188665.1.1362","uncultured bacterium","JF188665.1.1362_beta_extraction"
"581","Neisseriaceae_Neisseria_JF231414.1.1363","uncultured bacterium","JF231414.1.1363_beta_extraction"
"582","Neisseriaceae_Neisseria_JF188525.1.1361","uncultured bacterium","JF188525.1.1361_beta_extraction"
"583","Neisseriaceae_Neisseria_HM259634.1.1361","uncultured bacterium","HM259634.1.1361_beta_extraction"
"584","Neisseriaceae_Kingella_AJGB01000071.528.2068","Kingella kingae PYKK081","AJGB01000071.528.2068_beta_extraction"
"585","Neisseriaceae_Kingella_JQ463075.1.1401","uncultured bacterium","JQ463075.1.1401_beta_extraction"
"586","Neisseriaceae_Neisseria_JQ456269.1.1408","uncultured bacterium","JQ456269.1.1408_beta_extraction"
"587","Neisseriaceae_Neisseria_JQ451984.1.1418","uncultured bacterium","JQ451984.1.1418_beta_extraction"
"588","Neisseriaceae_Neisseria_JQ452969.1.1407","uncultured bacterium","JQ452969.1.1407_beta_extraction"
"589","Neisseriaceae_Alysiella_JF239700.1.1363","uncultured bacterium","JF239700.1.1363_beta_extraction"
"590","Neisseriaceae_Neisseria_ACQV01000002.9075.10620","Neisseria flavescens SK114","ACQV01000002.9075.10620_beta_extraction"
"591","Neisseriaceae_Neisseria_JF174860.1.1363","uncultured bacterium","JF174860.1.1363_beta_extraction"
"592","Neisseriaceae_Neisseria_FJ557307.1.1402","uncultured bacterium","FJ557307.1.1402_beta_extraction"
"593","Neisseriaceae_Neisseria_JQ455305.1.1415","uncultured bacterium","JQ455305.1.1415_beta_extraction"
"594","Neisseriaceae_Neisseria_JQ450698.1.1400","uncultured bacterium","JQ450698.1.1400_beta_extraction"
"595","Neisseriaceae_Neisseria_JX010901.1.1456","uncultured proteobacterium","JX010901.1.1456_beta_extraction"
"596","Neisseriaceae_Neisseria_JQ453207.1.1335","uncultured bacterium",NA
"597","Neisseriaceae_uncultured_JQ278943.1.1492","uncultured beta proteobacterium","JQ278943.1.1492_beta_extraction"
"598","Neisseriaceae_Neisseria_JQ455036.1.1389","uncultured bacterium","JQ455036.1.1389_beta_extraction"
"599","Neisseriaceae_uncultured_JF011128.1.1363","uncultured bacterium","JF011128.1.1363_beta_extraction"
"600","Neisseriaceae_Neisseria_JQ468466.1.1399","uncultured bacterium","JQ468466.1.1399_beta_extraction"
"601","Neisseriaceae_Neisseria_JQ453903.1.1403","uncultured bacterium","JQ453903.1.1403_beta_extraction"
"602","Neisseriaceae_Neisseria_JQ449384.1.1404","uncultured bacterium","JQ449384.1.1404_beta_extraction"
"603","Neisseriaceae_Neisseria_JQ453393.1.1288","uncultured bacterium",NA
"604","Neisseriaceae_uncultured_KF836250.1.1501","uncultured bacterium","KF836250.1.1501_beta_extraction"
"605","Neisseriaceae_uncultured_KF063291.1.1360","uncultured bacterium","KF063291.1.1360_beta_extraction"
"606","Neisseriaceae_Neisseria_JQ468590.1.1401","uncultured bacterium","JQ468590.1.1401_beta_extraction"
"607","Neisseriaceae_Kingella_JQ466544.1.1404","uncultured bacterium","JQ466544.1.1404_beta_extraction"
"608","Neisseriaceae_Neisseria_JQ468384.1.1401","uncultured bacterium","JQ468384.1.1401_beta_extraction"
"609","Neisseriaceae_Neisseria_EF511126.1.1395","uncultured bacterium","EF511126.1.1395_beta_extraction"
"610","Neisseriaceae_Neisseria_HM298279.1.1361","uncultured bacterium","HM298279.1.1361_beta_extraction"
"611","Neisseriaceae_Neisseria_KF101406.1.1363","uncultured bacterium","KF101406.1.1363_beta_extraction"
"612","Neisseriaceae_Neisseria_JQ453257.1.1394","uncultured bacterium","JQ453257.1.1394_beta_extraction"
"613","Neisseriaceae_Neisseria_JQ455252.1.1420","uncultured bacterium","JQ455252.1.1420_beta_extraction"
"614","Neisseriaceae_Neisseria_JF189379.1.1364","uncultured bacterium","JF189379.1.1364_beta_extraction"
"615","Neisseriaceae_Neisseria_JQ453382.1.1290","uncultured bacterium",NA
"616","Neisseriaceae_Neisseria_JQ455363.1.1404","uncultured bacterium","JQ455363.1.1404_beta_extraction"
"617","Neisseriaceae_Neisseria_JQ462390.1.1408","uncultured bacterium","JQ462390.1.1408_beta_extraction"
"618","Neisseriaceae_Neisseria_JF193144.1.1363","uncultured bacterium","JF193144.1.1363_beta_extraction"
"619","Neisseriaceae_uncultured_JN609350.1.1492","uncultured bacterium","JN609350.1.1492_beta_extraction"
"620","Neisseriaceae_Neisseria_JQ455571.1.1402","uncultured bacterium","JQ455571.1.1402_beta_extraction"
"621","Neisseriaceae_Neisseria_JF105639.1.1366","uncultured bacterium","JF105639.1.1366_beta_extraction"
"622","Neisseriaceae_Neisseria_JQ455981.1.1399","uncultured bacterium","JQ455981.1.1399_beta_extraction"
"623","Neisseriaceae_Neisseria_JQ455775.1.1400","uncultured bacterium","JQ455775.1.1400_beta_extraction"
"624","Neisseriaceae_Neisseria_JQ450532.1.1406","uncultured bacterium","JQ450532.1.1406_beta_extraction"
"625","Neisseriaceae_Neisseria_JQ452538.1.1399","uncultured bacterium","JQ452538.1.1399_beta_extraction"
"626","Neisseriaceae_Neisseria_JQ448804.1.1391","uncultured bacterium","JQ448804.1.1391_beta_extraction"
"627","Neisseriaceae_Neisseria_JQ453231.1.1396","uncultured bacterium","JQ453231.1.1396_beta_extraction"
"628","Neisseriaceae_Neisseria_JQ448416.1.1398","uncultured bacterium","JQ448416.1.1398_beta_extraction"
"629","Neisseriaceae_uncultured_KF100698.1.1363","uncultured bacterium","KF100698.1.1363_beta_extraction"
"630","Neisseriaceae_Kingella_JQ466936.1.1393","uncultured bacterium","JQ466936.1.1393_beta_extraction"
"631","Neisseriaceae_Neisseria_JQ453413.1.1417","uncultured bacterium","JQ453413.1.1417_beta_extraction"
"632","Neisseriaceae_Neisseria_JQ448803.1.1317","uncultured bacterium",NA
"633","Neisseriaceae_Eikenella_LXSR01000004.3941.5491","Eikenella sp. NML96-A-049","LXSR01000004.3941.5491_beta_extraction"
"634","Neisseriaceae_Neisseria_FJ193167.1.1505","uncultured Neisseria sp.","FJ193167.1.1505_beta_extraction"
"635","Neisseriaceae_Neisseria_JQ450606.1.1399","uncultured bacterium","JQ450606.1.1399_beta_extraction"
"636","Neisseriaceae_Alysiella_GQ358853.1.1503","uncultured bacterium","GQ358853.1.1503_beta_extraction"
"637","Neisseriaceae_Neisseria_JF227781.1.1362","uncultured bacterium","JF227781.1.1362_beta_extraction"
"638","Neisseriaceae_Neisseria_JQ453439.1.1399","uncultured bacterium","JQ453439.1.1399_beta_extraction"
"639","Neisseriaceae_Neisseria_JQ455361.1.1389","uncultured bacterium","JQ455361.1.1389_beta_extraction"
"640","Neisseriaceae_Neisseria_JQ467450.1.1378","uncultured bacterium","JQ467450.1.1378_beta_extraction"
"641","Neisseriaceae_Neisseria_JQ451971.1.1243","uncultured bacterium","JQ451971.1.1243_beta_extraction"
"642","Neisseriaceae_Neisseria_JQ463746.1.1409","uncultured bacterium","JQ463746.1.1409_beta_extraction"
"643","Neisseriaceae_Neisseria_FJ191608.1.1436","uncultured Neisseria sp.","FJ191608.1.1436_beta_extraction"
"644","Neisseriaceae_Simonsiella_JF148887.1.1364","uncultured bacterium","JF148887.1.1364_beta_extraction"
"645","Neisseriaceae_Neisseria_JQ466994.1.1416","uncultured bacterium",NA
"646","Neisseriaceae_uncultured_KF090944.1.1367","uncultured bacterium","KF090944.1.1367_beta_extraction"
"647","Neisseriaceae_Neisseria_KC178525.1.1406","Neisseria meningitidis","KC178525.1.1406_beta_extraction"
"648","Neisseriaceae_Conchiformibius_GQ111130.1.1359","uncultured bacterium","GQ111130.1.1359_beta_extraction"
"649","Neisseriaceae_Neisseria_JQ459025.1.1404","uncultured bacterium","JQ459025.1.1404_beta_extraction"
"650","Neisseriaceae_Neisseria_EF511163.1.1319","uncultured bacterium","EF511163.1.1319_beta_extraction"
"651","Neisseriaceae_Neisseria_FJ191882.1.1456","uncultured bacterium","FJ191882.1.1456_beta_extraction"
"652","Neisseriaceae_Kingella_JQ451837.1.1398","uncultured bacterium","JQ451837.1.1398_beta_extraction"
"653","Neisseriaceae_Conchiformibius_AF328155.1.1463","Conchiformibius steedae","AF328155.1.1463_beta_extraction"
"654","Neisseriaceae_Neisseria_KF842180.1.1392","uncultured bacterium","KF842180.1.1392_beta_extraction"
"655","Neisseriaceae_Neisseria_JQ447151.1.1398","uncultured bacterium","JQ447151.1.1398_beta_extraction"
"656","Neisseriaceae_Neisseria_JQ453282.1.1390","uncultured bacterium","JQ453282.1.1390_beta_extraction"
"657","Neisseriaceae_Neisseria_JQ453353.1.1410","uncultured bacterium","JQ453353.1.1410_beta_extraction"
"658","Neisseriaceae_Neisseria_FESQ01000014.613.2119","Neisseria meningitidis","FESQ01000014.613.2119_beta_extraction"
"659","Neisseriaceae_Snodgrassella_KF600293.1.1335","Snodgrassella alvi","KF600293.1.1335_beta_extraction"
"660","Neisseriaceae_Neisseria_JF082022.1.1250","uncultured bacterium",NA
"661","Neisseriaceae_Conchiformibius_AF328154.1.1463","Conchiformibius steedae","AF328154.1.1463_beta_extraction"
"662","Neisseriaceae_Eikenella_JQ469111.1.1399","uncultured bacterium","JQ469111.1.1399_beta_extraction"
"663","Neisseriaceae_Neisseria_KF101734.1.1362","uncultured bacterium","KF101734.1.1362_beta_extraction"
"664","Neisseriaceae_Neisseria_JQ453210.1.1402","uncultured bacterium","JQ453210.1.1402_beta_extraction"
"665","Neisseriaceae_Neisseria_JQ452828.1.1395","uncultured bacterium","JQ452828.1.1395_beta_extraction"
"666","Neisseriaceae_Neisseria_JQ452031.1.1405","uncultured bacterium","JQ452031.1.1405_beta_extraction"
"667","Neisseriaceae_Neisseria_L06167.1.1479","Neisseria polysaccharea","L06167.1.1479_beta_extraction"
"668","Neisseriaceae_Neisseria_FJ191571.1.1467","uncultured Neisseria sp.","FJ191571.1.1467_beta_extraction"
"669","Neisseriaceae_Neisseria_JQ455248.1.1298","uncultured bacterium",NA
"670","Neisseriaceae_Neisseria_JQ456153.1.1381","uncultured bacterium","JQ456153.1.1381_beta_extraction"
"671","Neisseriaceae_Kingella_JQ462587.1.1400","uncultured bacterium","JQ462587.1.1400_beta_extraction"
"672","Neisseriaceae_Neisseria_AY138232.1.1503","uncultured Neisseriaceae bacterium","AY138232.1.1503_beta_extraction"
"673","Neisseriaceae_uncultured_KF102024.1.1366","uncultured bacterium","KF102024.1.1366_beta_extraction"
"674","Neisseriaceae_Neisseria_JQ453464.1.1262","uncultured bacterium","JQ453464.1.1262_beta_extraction"
"675","Neisseriaceae_Neisseria_KT308699.1.1444","uncultured Neisseria sp.","KT308699.1.1444_beta_extraction"
"676","Neisseriaceae_Neisseria_JQ456201.1.1413","uncultured bacterium","JQ456201.1.1413_beta_extraction"
"677","Neisseriaceae_Neisseria_JQ455210.1.1415","uncultured bacterium","JQ455210.1.1415_beta_extraction"
"678","Neisseriaceae_Neisseria_JQ452630.1.1407","uncultured bacterium","JQ452630.1.1407_beta_extraction"
"679","Neisseriaceae_Neisseria_JQ453498.1.1247","uncultured bacterium",NA
"680","Neisseriaceae_Neisseria_JQ457009.1.1399","uncultured bacterium","JQ457009.1.1399_beta_extraction"
"681","Neisseriaceae_Snodgrassella_JQ405131.1.1348","uncultured beta proteobacterium","JQ405131.1.1348_beta_extraction"
"682","Neisseriaceae_Neisseria_JQ455400.1.1403","uncultured bacterium","JQ455400.1.1403_beta_extraction"
"683","Neisseriaceae_Neisseria_JQ453185.1.1413","uncultured bacterium","JQ453185.1.1413_beta_extraction"
"684","Neisseriaceae_Neisseria_JQ460235.1.1414","uncultured bacterium","JQ460235.1.1414_beta_extraction"
"685","Neisseriaceae_Kingella_JQ464729.1.1416","uncultured bacterium","JQ464729.1.1416_beta_extraction"
"686","Neisseriaceae_Neisseria_JF129560.1.1362","uncultured bacterium","JF129560.1.1362_beta_extraction"
"687","Neisseriaceae_Kingella_JQ464426.1.1401","uncultured bacterium","JQ464426.1.1401_beta_extraction"
"688","Neisseriaceae_Neisseria_JQ464677.1.1406","uncultured bacterium","JQ464677.1.1406_beta_extraction"
"689","Neisseriaceae_Neisseria_JQ453006.1.1411","uncultured bacterium","JQ453006.1.1411_beta_extraction"
"690","Neisseriaceae_Neisseria_JQ451054.1.1402","uncultured bacterium","JQ451054.1.1402_beta_extraction"
"691","Neisseriaceae_Neisseria_JQ452579.1.1247","uncultured bacterium",NA
"692","Neisseriaceae_Neisseria_JQ462309.1.1394","uncultured bacterium","JQ462309.1.1394_beta_extraction"
"693","Neisseriaceae_Kingella_JQ452555.1.1392","uncultured bacterium","JQ452555.1.1392_beta_extraction"
"694","Neisseriaceae_Neisseria_EF511120.1.1389","uncultured bacterium","EF511120.1.1389_beta_extraction"
"695","Neisseriaceae_Neisseria_JF209150.1.1362","uncultured bacterium","JF209150.1.1362_beta_extraction"
"696","Neisseriaceae_Neisseria_JQ468392.1.1408","uncultured bacterium","JQ468392.1.1408_beta_extraction"
"697","Neisseriaceae_Conchiformibius_HQ762471.1.1448","uncultured organism","HQ762471.1.1448_beta_extraction"
"698","Neisseriaceae_Neisseria_JF058013.1.1363","uncultured bacterium","JF058013.1.1363_beta_extraction"
"699","Neisseriaceae_Uruburuella_JF496558.1.1456","Neisseria sp. JXZ-10","JF496558.1.1456_beta_extraction"
"700","Neisseriaceae_Neisseria_JQ456284.1.1396","uncultured bacterium","JQ456284.1.1396_beta_extraction"
"701","Neisseriaceae_Neisseria_JQ467481.1.1400","uncultured bacterium","JQ467481.1.1400_beta_extraction"
"702","Neisseriaceae_Neisseria_JQ446821.1.1402","uncultured bacterium","JQ446821.1.1402_beta_extraction"
"703","Neisseriaceae_Neisseria_AY157705.1.1363","Neisseria sp. CCUG 46910","AY157705.1.1363_beta_extraction"
"704","Neisseriaceae_Neisseria_JQ453100.1.1397","uncultured bacterium","JQ453100.1.1397_beta_extraction"
"705","Neisseriaceae_Kingella_JQ465243.1.1376","uncultured bacterium","JQ465243.1.1376_beta_extraction"
"706","Neisseriaceae_Neisseria_JQ466887.1.1402","uncultured bacterium","JQ466887.1.1402_beta_extraction"
"707","Neisseriaceae_Neisseria_FJ192982.1.1484","uncultured Neisseria sp.","FJ192982.1.1484_beta_extraction"
"708","Neisseriaceae_Neisseria_JF110859.1.1362","uncultured bacterium","JF110859.1.1362_beta_extraction"
"709","Neisseriaceae_Neisseria_JQ465155.1.1389","uncultured bacterium","JQ465155.1.1389_beta_extraction"
"710","Neisseriaceae_Neisseria_JQ453380.1.1306","uncultured bacterium","JQ453380.1.1306_beta_extraction"
"711","Neisseriaceae_Neisseria_FR852992.1.1505","uncultured bacterium","FR852992.1.1505_beta_extraction"
"712","Neisseriaceae_Neisseria_JQ456165.1.1348","uncultured bacterium","JQ456165.1.1348_beta_extraction"
"713","Neisseriaceae_Neisseria_JQ448408.1.1409","uncultured bacterium","JQ448408.1.1409_beta_extraction"
"714","Neisseriaceae_Neisseria_JF151161.1.1364","uncultured bacterium","JF151161.1.1364_beta_extraction"
"715","Neisseriaceae_Neisseria_JF147665.1.1361","uncultured bacterium","JF147665.1.1361_beta_extraction"
"716","Neisseriaceae_Neisseria_JQ453008.1.1392","uncultured bacterium","JQ453008.1.1392_beta_extraction"
"717","Neisseriaceae_Neisseria_JQ453001.1.1402","uncultured bacterium","JQ453001.1.1402_beta_extraction"
"718","Neisseriaceae_Neisseria_JQ451938.1.1403","uncultured bacterium","JQ451938.1.1403_beta_extraction"
"719","Neisseriaceae_uncultured_FJ825812.1.1494","uncultured marine bacterium","FJ825812.1.1494_beta_extraction"
"720","Neisseriaceae_Neisseria_FJ191941.1.1473","uncultured Neisseria sp.","FJ191941.1.1473_beta_extraction"
"721","Neisseriaceae_Neisseria_JQ451921.1.1397","uncultured bacterium","JQ451921.1.1397_beta_extraction"
"722","Neisseriaceae_Neisseria_JQ451150.1.1407","uncultured bacterium","JQ451150.1.1407_beta_extraction"
"723","Neisseriaceae_Neisseria_JQ453250.1.1410","uncultured bacterium","JQ453250.1.1410_beta_extraction"
"724","Neisseriaceae_Kingella_JQ465274.1.1356","uncultured bacterium","JQ465274.1.1356_beta_extraction"
"725","Neisseriaceae_Neisseria_JQ455427.1.1387","uncultured bacterium","JQ455427.1.1387_beta_extraction"
"726","Neisseriaceae_Neisseria_JQ451771.1.1401","uncultured bacterium","JQ451771.1.1401_beta_extraction"
"727","Neisseriaceae_Neisseria_JF188126.1.1362","uncultured bacterium","JF188126.1.1362_beta_extraction"
"728","Neisseriaceae_uncultured_KF066604.1.1366","uncultured bacterium","KF066604.1.1366_beta_extraction"
"729","Neisseriaceae_Neisseria_AJ534660.1.1454","uncultured beta proteobacterium","AJ534660.1.1454_beta_extraction"
"730","Neisseriaceae_Neisseria_JF191426.1.1362","uncultured bacterium","JF191426.1.1362_beta_extraction"
"731","Neisseriaceae_Neisseria_JQ449518.1.1398","uncultured bacterium","JQ449518.1.1398_beta_extraction"
"732","Neisseriaceae_Neisseria_JQ470959.1.1399","uncultured bacterium","JQ470959.1.1399_beta_extraction"
"733","Neisseriaceae_Neisseria_JF196939.1.1361","uncultured bacterium","JF196939.1.1361_beta_extraction"
"734","Neisseriaceae_Stenoxybacter_AY571496.1.1507","uncultured bacterium","AY571496.1.1507_beta_extraction"
"735","Neisseriaceae_Conchiformibius_JN713452.1.1494","Conchiformibius sp. canine oral taxon 286","JN713452.1.1494_beta_extraction"
"736","Neisseriaceae_Neisseria_JQ455401.1.1296","uncultured bacterium",NA
"737","Neisseriaceae_Simonsiella_KF098379.1.1366","uncultured bacterium","KF098379.1.1366_beta_extraction"
"738","Neisseriaceae_Neisseria_JF224903.1.1362","uncultured bacterium","JF224903.1.1362_beta_extraction"
"739","Neisseriaceae_Neisseria_KY347878.1.1271","Neisseria flavescens",NA
